sku,date,forecast,model,lower_bound,upper_bound
SKU_0050,2024-01-31,60219.96517418105,exponential_smoothing,51663.898924760375,68776.03142360173
SKU_0050,2024-02-29,59181.65062913807,exponential_smoothing,50625.584379717395,67737.71687855874
SKU_0050,2024-03-31,56338.69357285054,exponential_smoothing,47782.627323429864,64894.75982227122
SKU_0051,2024-01-31,6974.156937354804,exponential_smoothing,6561.643102895405,7386.670771814202
SKU_0051,2024-02-29,6149.941113089073,exponential_smoothing,5737.427278629674,6562.454947548472
SKU_0051,2024-03-31,6904.957104618189,exponential_smoothing,6492.44327015879,7317.470939077588
SKU_0052,2024-01-31,14905.489278706182,exponential_smoothing,13178.309384396325,16632.66917301604
SKU_0052,2024-02-29,12611.841142872448,exponential_smoothing,10884.661248562592,14339.021037182305
SKU_0052,2024-03-31,15037.216338835402,exponential_smoothing,13310.036444525547,16764.396233145257
SKU_0038,2024-01-31,59401.52658059507,exponential_smoothing,55657.107499438804,63145.945661751335
SKU_0038,2024-02-29,56023.74746410843,exponential_smoothing,52279.32838295217,59768.1665452647
SKU_0038,2024-03-31,69196.02474134981,exponential_smoothing,65451.60566019355,72940.44382250607
SKU_0053,2024-01-31,13812.472789342484,exponential_smoothing,12779.118304957192,14845.827273727777
SKU_0053,2024-02-29,12164.77939583762,exponential_smoothing,11131.424911452326,13198.133880222915
SKU_0053,2024-03-31,13763.863590272218,exponential_smoothing,12730.509105886926,14797.21807465751
SKU_0055,2024-01-31,12183.454073042076,exponential_smoothing,11683.701311423905,12683.206834660246
SKU_0055,2024-02-29,11679.877760295201,exponential_smoothing,11180.12499867703,12179.630521913372
SKU_0055,2024-03-31,13845.686089464463,exponential_smoothing,13345.933327846293,14345.438851082634
SKU_0056,2024-01-31,2221.895867755593,exponential_smoothing,2158.7648695529083,2285.0268659582775
SKU_0056,2024-02-29,2311.4697416317813,exponential_smoothing,2248.3387434290967,2374.600739834466
SKU_0056,2024-03-31,2874.9179008509714,exponential_smoothing,2811.7869026482867,2938.048899053656
SKU_0057,2024-01-31,10272.695358581777,exponential_smoothing,9043.517299339468,11501.873417824087
SKU_0057,2024-02-29,11730.648839003008,exponential_smoothing,10501.470779760699,12959.826898245317
SKU_0057,2024-03-31,13140.875551631101,exponential_smoothing,11911.697492388792,14370.05361087341
SKU_0058,2024-01-31,10621.940168238234,exponential_smoothing,10140.37362138363,11103.506715092839
SKU_0058,2024-02-29,9622.366501332675,exponential_smoothing,9140.79995447807,10103.93304818728
SKU_0058,2024-03-31,11537.1427074432,exponential_smoothing,11055.576160588595,12018.709254297804
SKU_0059,2024-01-31,10847.154497934405,exponential_smoothing,10217.197169838233,11477.111826030578
SKU_0059,2024-02-29,10623.872170501058,exponential_smoothing,9993.914842404885,11253.82949859723
SKU_0059,2024-03-31,12248.770212029736,exponential_smoothing,11618.812883933564,12878.727540125908
SKU_0060,2024-01-31,3428.484705055711,exponential_smoothing,3150.5298157087514,3706.4395944026705
SKU_0060,2024-02-29,3788.5592250117916,exponential_smoothing,3510.604335664832,4066.514114358751
SKU_0060,2024-03-31,4593.487763757322,exponential_smoothing,4315.532874410363,4871.442653104281
SKU_0061,2024-01-31,14073.780548872674,exponential_smoothing,12805.649745523206,15341.911352222141
SKU_0061,2024-02-29,12730.409346425226,exponential_smoothing,11462.278543075758,13998.540149774693
SKU_0061,2024-03-31,15659.242632503705,exponential_smoothing,14391.111829154237,16927.373435853173
SKU_0062,2024-01-31,13732.228648995693,exponential_smoothing,12772.956260154271,14691.501037837115
SKU_0062,2024-02-29,14872.20696597518,exponential_smoothing,13912.934577133758,15831.479354816602
SKU_0062,2024-03-31,17515.235844449904,exponential_smoothing,16555.963455608482,18474.508233291326
SKU_0063,2024-01-31,6423.26565808748,exponential_smoothing,6119.867652973609,6726.663663201351
SKU_0063,2024-02-29,6679.801144136857,exponential_smoothing,6376.403139022987,6983.199149250728
SKU_0063,2024-03-31,7793.07134553684,exponential_smoothing,7489.673340422971,8096.46935065071
SKU_0064,2024-01-31,12568.174932246324,exponential_smoothing,11763.695214301713,13372.654650190934
SKU_0064,2024-02-29,12025.631478634401,exponential_smoothing,11221.15176068979,12830.111196579011
SKU_0064,2024-03-31,13370.872949729146,exponential_smoothing,12566.393231784536,14175.352667673757
SKU_0065,2024-01-31,23323.760118604085,exponential_smoothing,21945.257344223177,24702.262892984993
SKU_0065,2024-02-29,23040.5566048093,exponential_smoothing,21662.05383042839,24419.059379190207
SKU_0065,2024-03-31,26671.46212490736,exponential_smoothing,25292.959350526453,28049.96489928827
SKU_0066,2024-01-31,13741.615511488915,exponential_smoothing,12715.463830134566,14767.767192843265
SKU_0066,2024-02-29,12069.285531819343,exponential_smoothing,11043.133850464994,13095.437213173693
SKU_0066,2024-03-31,13144.337133496512,exponential_smoothing,12118.185452142163,14170.488814850862
SKU_0067,2024-01-31,10922.690664581289,exponential_smoothing,10330.793900110993,11514.587429051584
SKU_0067,2024-02-29,10493.620867179761,exponential_smoothing,9901.724102709466,11085.517631650057
SKU_0067,2024-03-31,11619.223551964917,exponential_smoothing,11027.326787494621,12211.120316435212
SKU_0068,2024-01-31,14671.157083219396,exponential_smoothing,13706.467992683334,15635.846173755457
SKU_0068,2024-02-29,13963.040923480958,exponential_smoothing,12998.351832944896,14927.73001401702
SKU_0068,2024-03-31,15201.563997704588,exponential_smoothing,14236.874907168527,16166.25308824065
SKU_0054,2024-01-31,7185.379512250526,exponential_smoothing,6226.753350521226,8144.0056739798265
SKU_0054,2024-02-29,5879.7037999378235,exponential_smoothing,4921.077638208523,6838.329961667124
SKU_0054,2024-03-31,6757.779399662441,exponential_smoothing,5799.153237933141,7716.405561391742
SKU_0037,2024-01-31,65099.542844624506,exponential_smoothing,61164.1066013291,69034.97908791991
SKU_0037,2024-02-29,77034.10204057247,exponential_smoothing,73098.66579727706,80969.53828386788
SKU_0037,2024-03-31,88851.51592489086,exponential_smoothing,84916.07968159545,92786.95216818627
SKU_0036,2024-01-31,32365.63572734876,exponential_smoothing,29783.691890987568,34947.57956370995
SKU_0036,2024-02-29,34701.96763476359,exponential_smoothing,32120.0237984024,37283.91147112478
SKU_0036,2024-03-31,43871.36621993768,exponential_smoothing,41289.422383576486,46453.31005629887
SKU_0035,2024-01-31,48457.19397393296,exponential_smoothing,44902.52312207366,52011.86482579226
SKU_0035,2024-02-29,46045.77862985069,exponential_smoothing,42491.10777799139,49600.44948170999
SKU_0035,2024-03-31,47073.9669831036,exponential_smoothing,43519.2961312443,50628.6378349629
SKU_0004,2024-01-31,62714.57870804507,exponential_smoothing,48618.90389209135,76810.25352399879
SKU_0004,2024-02-29,56477.74520438983,exponential_smoothing,42382.070388436114,70573.42002034355
SKU_0004,2024-03-31,68194.6641990178,exponential_smoothing,54098.98938306409,82290.33901497153
SKU_0005,2024-01-31,54119.24522411538,exponential_smoothing,42875.50492762444,65362.98552060632
SKU_0005,2024-02-29,57835.761144401,exponential_smoothing,46592.020847910055,69079.50144089195
SKU_0005,2024-03-31,66145.67769464891,exponential_smoothing,54901.93739815797,77389.41799113985
SKU_0006,2024-01-31,52145.340826444924,exponential_smoothing,48325.37156132457,55965.310091565276
SKU_0006,2024-02-29,54311.98327381218,exponential_smoothing,50492.014008691825,58131.95253893253
SKU_0006,2024-03-31,64509.608216793364,exponential_smoothing,60689.63895167301,68329.57748191372
SKU_0007,2024-01-31,55833.54966679829,exponential_smoothing,51949.64473582189,59717.45459777469
SKU_0007,2024-02-29,58177.7834910917,exponential_smoothing,54293.8785601153,62061.6884220681
SKU_0007,2024-03-31,74764.968657207,exponential_smoothing,70881.06372623061,78648.8735881834
SKU_0008,2024-01-31,29003.0117438842,exponential_smoothing,25434.846444903877,32571.17704286452
SKU_0008,2024-02-29,26312.823279993463,exponential_smoothing,22744.65798101314,29880.988578973785
SKU_0008,2024-03-31,28754.65549413174,exponential_smoothing,25186.49019515142,32322.820793112063
SKU_0009,2024-01-31,34123.52145284669,theta,0.0,74620.85595953884
SKU_0009,2024-02-29,34503.28370714798,theta,0.0,75000.61821384012
SKU_0009,2024-03-31,43064.945862570195,theta,2567.611355878049,83562.28036926234
SKU_0010,2024-01-31,86083.36604288618,exponential_smoothing,73149.8961095739,99016.83597619845
SKU_0010,2024-02-29,85198.92257788891,exponential_smoothing,72265.45264457664,98132.39251120118
SKU_0010,2024-03-31,91543.38661783429,exponential_smoothing,78609.91668452202,104476.85655114656
SKU_0011,2024-01-31,40994.72084526385,exponential_smoothing,39624.471380030926,42364.97031049678
SKU_0011,2024-02-29,42431.15709668287,exponential_smoothing,41060.90763144995,43801.4065619158
SKU_0011,2024-03-31,47226.74067709485,exponential_smoothing,45856.491211861925,48596.99014232778
SKU_0012,2024-01-31,69034.59488106567,exponential_smoothing,63922.00889141555,74147.18087071579
SKU_0012,2024-02-29,72558.09540745307,exponential_smoothing,67445.50941780295,77670.6813971032
SKU_0012,2024-03-31,88016.22829686377,exponential_smoothing,82903.64230721365,93128.8142865139
SKU_0013,2024-01-31,21300.02690189622,theta,0.0,46024.65150098384
SKU_0013,2024-02-29,22223.77600539278,theta,0.0,46948.4006044804
SKU_0013,2024-03-31,28183.568730029678,theta,3458.944130942058,52908.1933291173
SKU_0014,2024-01-31,68275.49595746015,exponential_smoothing,63254.01824003506,73296.97367488524
SKU_0014,2024-02-29,71520.54592281955,exponential_smoothing,66499.06820539446,76542.02364024465
SKU_0014,2024-03-31,87421.90978499228,exponential_smoothing,82400.43206756719,92443.38750241738
SKU_0015,2024-01-31,54002.56134771577,exponential_smoothing,50648.77450191963,57356.348193511905
SKU_0015,2024-02-29,52346.17031968158,exponential_smoothing,48992.38347388544,55699.95716547772
SKU_0015,2024-03-31,57996.70788380486,exponential_smoothing,54642.921038008724,61350.494729601
SKU_0016,2024-01-31,44099.91189472851,exponential_smoothing,40806.32991367125,47393.49387578577
SKU_0016,2024-02-29,43695.26752411756,exponential_smoothing,40401.6855430603,46988.84950517482
SKU_0016,2024-03-31,49653.187260491184,exponential_smoothing,46359.60527943393,52946.76924154844
SKU_0017,2024-01-31,29489.17393299244,exponential_smoothing,26373.610410710953,32604.737455273924
SKU_0017,2024-02-29,25423.780362163856,exponential_smoothing,22308.21683988237,28539.34388444534
SKU_0017,2024-03-31,28958.19743330272,exponential_smoothing,25842.633911021236,32073.760955584206
SKU_0018,2024-01-31,90472.40353084933,exponential_smoothing,81317.07189933541,99627.73516236326
SKU_0018,2024-02-29,80719.89711538743,exponential_smoothing,71564.5654838735,89875.22874690135
SKU_0018,2024-03-31,88677.42378708404,exponential_smoothing,79522.09215557012,97832.75541859797
SKU_0019,2024-01-31,45523.8299918903,exponential_smoothing,42890.0877919303,48157.5721918503
SKU_0019,2024-02-29,46408.70199153346,exponential_smoothing,43774.95979157346,49042.44419149346
SKU_0019,2024-03-31,57481.85996561951,exponential_smoothing,54848.11776565951,60115.602165579505
SKU_0020,2024-01-31,34423.91783557693,exponential_smoothing,29416.40913681921,39431.426534334656
SKU_0020,2024-02-29,33841.977215036495,exponential_smoothing,28834.468516278772,38849.48591379422
SKU_0020,2024-03-31,34531.166530079274,exponential_smoothing,29523.65783132155,39538.675228837
SKU_0034,2024-01-31,33670.17161271698,exponential_smoothing,32119.40789241427,35220.93533301968
SKU_0034,2024-02-29,31974.62727289719,exponential_smoothing,30423.86355259448,33525.39099319989
SKU_0034,2024-03-31,36678.483896032325,exponential_smoothing,35127.72017572962,38229.24761633503
SKU_0033,2024-01-31,43181.94701556943,exponential_smoothing,41256.43916268869,45107.454868450164
SKU_0033,2024-02-29,41448.578919431384,exponential_smoothing,39523.07106655065,43374.08677231212
SKU_0033,2024-03-31,52001.86098566376,exponential_smoothing,50076.35313278303,53927.3688385445
SKU_0032,2024-01-31,40245.90546054629,exponential_smoothing,36927.50767921906,43564.30324187352
SKU_0032,2024-02-29,34769.13713250227,exponential_smoothing,31450.73935117504,38087.5349138295
SKU_0032,2024-03-31,39526.725906262924,exponential_smoothing,36208.328124935695,42845.12368759015
SKU_0031,2024-01-31,24721.48258223385,exponential_smoothing,22910.842632977485,26532.122531490215
SKU_0031,2024-02-29,22016.352498011147,exponential_smoothing,20205.712548754782,23826.992447267512
SKU_0031,2024-03-31,25452.579904498965,exponential_smoothing,23641.9399552426,27263.21985375533
SKU_0030,2024-01-31,24939.21870825241,exponential_smoothing,23592.624085499294,26285.813331005527
SKU_0030,2024-02-29,25473.39948754279,exponential_smoothing,24126.804864789672,26819.994110295906
SKU_0030,2024-03-31,28417.64107508941,exponential_smoothing,27071.04645233629,29764.23569784253
SKU_0029,2024-01-31,63903.801416636474,exponential_smoothing,60512.97555154944,67294.6272817235
SKU_0029,2024-02-29,62665.56061943961,exponential_smoothing,59274.734754352576,66056.38648452664
SKU_0029,2024-03-31,70341.56577033801,exponential_smoothing,66950.73990525099,73732.39163542504
SKU_0069,2024-01-31,2557.2546112789423,exponential_smoothing,2396.584058126243,2717.925164431642
SKU_0069,2024-02-29,2303.8661385782493,exponential_smoothing,2143.19558542555,2464.536691730949
SKU_0069,2024-03-31,2711.2251480851446,exponential_smoothing,2550.554594932445,2871.895701237844
SKU_0028,2024-01-31,34582.246705806545,exponential_smoothing,32278.074178861254,36886.41923275184
SKU_0028,2024-02-29,36345.27288750864,exponential_smoothing,34041.100360563345,38649.445414453934
SKU_0028,2024-03-31,44764.75550701959,exponential_smoothing,42460.582980074294,47068.92803396488
SKU_0026,2024-01-31,37702.617318570585,exponential_smoothing,33083.23747634895,42321.99716079222
SKU_0026,2024-02-29,30347.34176094835,exponential_smoothing,25727.961918726716,34966.721603169986
SKU_0026,2024-03-31,35026.15757447904,exponential_smoothing,30406.777732257404,39645.537416700674
SKU_0025,2024-01-31,71922.37412223217,exponential_smoothing,66306.85588128041,77537.89236318393
SKU_0025,2024-02-29,72478.25901238061,exponential_smoothing,66862.74077142886,78093.77725333237
SKU_0025,2024-03-31,85292.59273709918,exponential_smoothing,79677.07449614743,90908.11097805094
SKU_0024,2024-01-31,60560.26353888627,exponential_smoothing,53228.31410470067,67892.21297307187
SKU_0024,2024-02-29,56869.86893987816,exponential_smoothing,49537.91950569256,64201.818374063754
SKU_0024,2024-03-31,66297.69811282166,exponential_smoothing,58965.74867863606,73629.64754700726
SKU_0023,2024-01-31,40000.9322250405,exponential_smoothing,38159.5169041586,41842.34754592241
SKU_0023,2024-02-29,40772.332057137435,exponential_smoothing,38930.91673625553,42613.74737801934
SKU_0023,2024-03-31,48792.71626601552,exponential_smoothing,46951.30094513362,50634.13158689743
SKU_0022,2024-01-31,61665.83451889049,exponential_smoothing,52802.79184527284,70528.87719250815
SKU_0022,2024-02-29,64644.1676208337,exponential_smoothing,55781.12494721605,73507.21029445136
SKU_0022,2024-03-31,70612.45833710827,exponential_smoothing,61749.41566349062,79475.50101072593
SKU_0021,2024-01-31,65552.32610621922,exponential_smoothing,61392.284635004464,69712.36757743398
SKU_0021,2024-02-29,59160.03347794126,exponential_smoothing,54999.992006726505,63320.07494915601
SKU_0021,2024-03-31,70098.87705523115,exponential_smoothing,65938.83558401639,74258.91852644591
SKU_0027,2024-01-31,51717.07672379806,exponential_smoothing,47122.65861475547,56311.49483284065
SKU_0027,2024-02-29,48262.830706738765,exponential_smoothing,43668.41259769617,52857.24881578136
SKU_0027,2024-03-31,49590.85998882282,exponential_smoothing,44996.44187978023,54185.27809786541
SKU_0003,2024-01-31,40577.53898713354,exponential_smoothing,32805.26291866463,48349.815055602456
SKU_0003,2024-02-29,52761.223300067904,exponential_smoothing,44988.94723159899,60533.49936853682
SKU_0003,2024-03-31,44423.92660865476,exponential_smoothing,36651.650540185845,52196.20267712367
SKU_0070,2024-01-31,8456.755675153106,exponential_smoothing,8054.515655526782,8858.99569477943
SKU_0070,2024-02-29,8085.438000630853,exponential_smoothing,7683.197981004529,8487.678020257177
SKU_0070,2024-03-31,9188.86784891052,exponential_smoothing,8786.627829284196,9591.107868536845
SKU_0072,2024-01-31,17014.263108152118,exponential_smoothing,16124.941110657754,17903.58510564648
SKU_0072,2024-02-29,17338.654080628927,exponential_smoothing,16449.332083134563,18227.97607812329
SKU_0072,2024-03-31,21810.04092500791,exponential_smoothing,20920.718927513546,22699.362922502274
SKU_0108,2024-01-31,20927.563367022634,exponential_smoothing,20527.405649231856,21327.721084813413
SKU_0108,2024-02-29,20730.102187071563,exponential_smoothing,20329.944469280785,21130.25990486234
SKU_0108,2024-03-31,23866.005917044706,exponential_smoothing,23465.848199253927,24266.163634835484
SKU_0109,2024-01-31,2849.8896314073604,exponential_smoothing,2675.83845065033,3023.940812164391
SKU_0109,2024-02-29,2491.744510124245,exponential_smoothing,2317.6933293672146,2665.7956908812757
SKU_0109,2024-03-31,2865.2184007847222,exponential_smoothing,2691.1672200276917,3039.269581541753
SKU_0110,2024-01-31,6744.257849591663,exponential_smoothing,6449.834536335428,7038.681162847898
SKU_0110,2024-02-29,6810.193933942238,exponential_smoothing,6515.770620686003,7104.617247198473
SKU_0110,2024-03-31,7457.498754077874,exponential_smoothing,7163.075440821639,7751.922067334109
SKU_0111,2024-01-31,2179.2419355656575,exponential_smoothing,2049.313524557871,2309.170346573444
SKU_0111,2024-02-29,2071.48336121256,exponential_smoothing,1941.5549502047731,2201.4117722203464
SKU_0111,2024-03-31,2437.7921075657705,exponential_smoothing,2307.863696557984,2567.720518573557
SKU_0112,2024-01-31,17581.214780106566,exponential_smoothing,16289.97788357708,18872.451676636054
SKU_0112,2024-02-29,14210.210410456564,exponential_smoothing,12918.973513927078,15501.44730698605
SKU_0112,2024-03-31,15414.73334012968,exponential_smoothing,14123.496443600194,16705.970236659166
SKU_0113,2024-01-31,5754.449622190648,exponential_smoothing,5525.669968171494,5983.229276209803
SKU_0113,2024-02-29,5706.73095350402,exponential_smoothing,5477.951299484866,5935.510607523175
SKU_0113,2024-03-31,6562.41423707735,exponential_smoothing,6333.634583058195,6791.193891096505
SKU_0114,2024-01-31,12963.82128988466,exponential_smoothing,12019.575803845457,13908.066775923862
SKU_0114,2024-02-29,14656.324428883507,exponential_smoothing,13712.078942844304,15600.56991492271
SKU_0114,2024-03-31,17469.60334668629,exponential_smoothing,16525.357860647087,18413.848832725493
SKU_0115,2024-01-31,12283.05379566017,exponential_smoothing,11299.616440224354,13266.491151095985
SKU_0115,2024-02-29,12860.019125585592,exponential_smoothing,11876.581770149776,13843.456481021407
SKU_0115,2024-03-31,16157.682011456915,exponential_smoothing,15174.2446560211,17141.11936689273
SKU_0116,2024-01-31,2081.282304520876,exponential_smoothing,1966.2766374025982,2196.287971639154
SKU_0116,2024-02-29,2218.4523061483246,exponential_smoothing,2103.4466390300468,2333.4579732666025
SKU_0116,2024-03-31,2703.0671643315122,exponential_smoothing,2588.0614972132344,2818.07283144979
SKU_0117,2024-01-31,12738.426299506751,exponential_smoothing,12060.827121300348,13416.025477713154
SKU_0117,2024-02-29,12463.96634959519,exponential_smoothing,11786.367171388787,13141.565527801593
SKU_0117,2024-03-31,14234.04812486046,exponential_smoothing,13556.448946654056,14911.647303066862
SKU_0118,2024-01-31,6082.975127768955,exponential_smoothing,5784.2221400508815,6381.728115487028
SKU_0118,2024-02-29,6215.642649198167,exponential_smoothing,5916.889661480094,6514.395636916241
SKU_0118,2024-03-31,6727.092021165366,exponential_smoothing,6428.339033447292,7025.845008883439
SKU_0119,2024-01-31,9201.255844168358,exponential_smoothing,8766.585072134032,9635.926616202683
SKU_0119,2024-02-29,9036.590269152392,exponential_smoothing,8601.919497118066,9471.261041186717
SKU_0119,2024-03-31,10594.142558075942,exponential_smoothing,10159.471786041617,11028.813330110268
SKU_0120,2024-01-31,5069.231692428881,exponential_smoothing,4720.228503067771,5418.23488178999
SKU_0120,2024-02-29,4787.831715370276,exponential_smoothing,4438.828526009166,5136.834904731385
SKU_0120,2024-03-31,4703.7938247950915,exponential_smoothing,4354.790635433982,5052.797014156201
SKU_0121,2024-01-31,6465.59090997822,exponential_smoothing,5880.728389044512,7050.453430911928
SKU_0121,2024-02-29,6864.934678396639,exponential_smoothing,6280.0721574629315,7449.797199330347
SKU_0121,2024-03-31,9091.517060212554,exponential_smoothing,8506.654539278847,9676.379581146262
SKU_0107,2024-01-31,10200.990861000886,exponential_smoothing,8616.418370913045,11785.563351088727
SKU_0107,2024-02-29,10525.207999213444,exponential_smoothing,8940.635509125605,12109.780489301284
SKU_0107,2024-03-31,10712.539037327331,exponential_smoothing,9127.966547239492,12297.11152741517
SKU_0122,2024-01-31,6254.1906371369905,exponential_smoothing,5839.444629877161,6668.93664439682
SKU_0122,2024-02-29,6140.942241587389,exponential_smoothing,5726.196234327559,6555.688248847218
SKU_0122,2024-03-31,7457.041442007348,exponential_smoothing,7042.295434747519,7871.787449267178
SKU_0124,2024-01-31,9565.106764266842,exponential_smoothing,8412.775597034977,10717.437931498707
SKU_0124,2024-02-29,11544.04845627105,exponential_smoothing,10391.717289039185,12696.379623502915
SKU_0124,2024-03-31,10783.013220625568,exponential_smoothing,9630.682053393703,11935.344387857433
SKU_0125,2024-01-31,23252.724853977503,exponential_smoothing,22435.06970023331,24070.380007721695
SKU_0125,2024-02-29,22747.718431974095,exponential_smoothing,21930.063278229904,23565.373585718287
SKU_0125,2024-03-31,26457.00424438635,exponential_smoothing,25639.349090642158,27274.65939813054
SKU_0126,2024-01-31,14263.407174744952,exponential_smoothing,12766.215954444395,15760.59839504551
SKU_0126,2024-02-29,12385.094195103185,exponential_smoothing,10887.902974802628,13882.285415403743
SKU_0126,2024-03-31,15206.96781471165,exponential_smoothing,13709.776594411092,16704.159035012206
SKU_0127,2024-01-31,13518.829403041134,exponential_smoothing,13144.954305097323,13892.704500984946
SKU_0127,2024-02-29,11967.270747399361,exponential_smoothing,11593.39564945555,12341.145845343173
SKU_0127,2024-03-31,13025.97095858185,exponential_smoothing,12652.095860638037,13399.846056525661
SKU_0128,2024-01-31,15093.444666295987,exponential_smoothing,13042.105171410238,17144.784161181735
SKU_0128,2024-02-29,10964.797491248819,exponential_smoothing,8913.45799636307,13016.136986134568
SKU_0128,2024-03-31,12067.414802453304,exponential_smoothing,10016.075307567555,14118.754297339054
SKU_0129,2024-01-31,10312.268211882158,exponential_smoothing,9617.93985541156,11006.596568352756
SKU_0129,2024-02-29,11155.73609329532,exponential_smoothing,10461.407736824722,11850.064449765918
SKU_0129,2024-03-31,13343.640238059616,exponential_smoothing,12649.311881589018,14037.968594530214
SKU_0130,2024-01-31,3290.4575416616044,exponential_smoothing,3060.2669670083055,3520.6481163149033
SKU_0130,2024-02-29,3351.854036570201,exponential_smoothing,3121.663461916902,3582.0446112235
SKU_0130,2024-03-31,4292.333584262921,exponential_smoothing,4062.1430096096224,4522.52415891622
SKU_0131,2024-01-31,3668.215172524522,exponential_smoothing,3274.1983334010415,4062.2320116480028
SKU_0131,2024-02-29,3343.345925335423,exponential_smoothing,2949.3290862119425,3737.3627644589037
SKU_0131,2024-03-31,3680.9778389542785,exponential_smoothing,3286.960999830798,4074.994678077759
SKU_0132,2024-01-31,5766.478181394197,exponential_smoothing,5427.074066663756,6105.882296124639
SKU_0132,2024-02-29,5481.515691139588,exponential_smoothing,5142.111576409146,5820.919805870029
SKU_0132,2024-03-31,5818.017651045114,exponential_smoothing,5478.613536314672,6157.421765775555
SKU_0133,2024-01-31,8255.723850264796,exponential_smoothing,7466.710124854995,9044.737575674597
SKU_0133,2024-02-29,7209.010745374003,exponential_smoothing,6419.997019964202,7998.024470783804
SKU_0133,2024-03-31,8268.05635339535,exponential_smoothing,7479.042627985549,9057.07007880515
SKU_0134,2024-01-31,11239.119912775479,exponential_smoothing,10280.566723032258,12197.6731025187
SKU_0134,2024-02-29,12571.915254696833,exponential_smoothing,11613.362064953611,13530.468444440054
SKU_0134,2024-03-31,15111.887622589109,exponential_smoothing,14153.334432845888,16070.44081233233
SKU_0135,2024-01-31,9414.053109994331,exponential_smoothing,8744.446372492499,10083.659847496163
SKU_0135,2024-02-29,9235.598506619925,exponential_smoothing,8565.991769118093,9905.205244121757
SKU_0135,2024-03-31,9759.309178081234,exponential_smoothing,9089.702440579402,10428.915915583066
SKU_0136,2024-01-31,23362.346448979857,exponential_smoothing,22512.129833003703,24212.56306495601
SKU_0136,2024-02-29,23289.395428714808,exponential_smoothing,22439.178812738654,24139.612044690963
SKU_0136,2024-03-31,27692.741516653157,exponential_smoothing,26842.524900677003,28542.958132629312
SKU_0137,2024-01-31,2563.64213095414,exponential_smoothing,2364.3317911292415,2762.952470779039
