sku,date,forecast,model,lower_bound,upper_bound
21-693-8216,2024-03-05,70.0,naive,56.28,83.72
21-693-8216,2024-03-06,70.0,naive,56.28,83.72
21-693-8216,2024-03-07,70.0,naive,56.28,83.72
21-693-8216,2024-03-08,70.0,naive,56.28,83.72
21-693-8216,2024-03-09,70.0,naive,56.28,83.72
21-693-8216,2024-03-10,70.0,naive,56.28,83.72
21-693-8216,2024-03-11,70.0,naive,56.28,83.72
21-693-8216,2024-03-12,70.0,naive,56.28,83.72
21-693-8216,2024-03-13,70.0,naive,56.28,83.72
21-693-8216,2024-03-14,70.0,naive,56.28,83.72
21-693-8216,2024-03-15,70.0,naive,56.28,83.72
21-693-8216,2024-03-16,70.0,naive,56.28,83.72
21-693-8216,2024-03-17,70.0,naive,56.28,83.72
21-693-8216,2024-03-18,70.0,naive,56.28,83.72
21-693-8216,2024-03-19,70.0,naive,56.28,83.72
21-693-8216,2024-03-20,70.0,naive,56.28,83.72
21-693-8216,2024-03-21,70.0,naive,56.28,83.72
21-693-8216,2024-03-22,70.0,naive,56.28,83.72
21-693-8216,2024-03-23,70.0,naive,56.28,83.72
21-693-8216,2024-03-24,70.0,naive,56.28,83.72
21-693-8216,2024-03-25,70.0,naive,56.28,83.72
21-693-8216,2024-03-26,70.0,naive,56.28,83.72
21-693-8216,2024-03-27,70.0,naive,56.28,83.72
74-430-8245,2024-02-27,73.0,naive,58.692,87.308
74-430-8245,2024-02-28,73.0,naive,58.692,87.308
74-430-8245,2024-02-29,73.0,naive,58.692,87.308
74-430-8245,2024-03-01,73.0,naive,58.692,87.308
74-430-8245,2024-03-02,73.0,naive,58.692,87.308
74-430-8245,2024-03-03,73.0,naive,58.692,87.308
74-430-8245,2024-03-04,73.0,naive,58.692,87.308
74-430-8245,2024-03-05,73.0,naive,58.692,87.308
74-430-8245,2024-03-06,73.0,naive,58.692,87.308
74-430-8245,2024-03-07,73.0,naive,58.692,87.308
74-430-8245,2024-03-08,73.0,naive,58.692,87.308
74-430-8245,2024-03-09,73.0,naive,58.692,87.308
74-430-8245,2024-03-10,73.0,naive,58.692,87.308
74-430-8245,2024-03-11,73.0,naive,58.692,87.308
74-430-8245,2024-03-12,73.0,naive,58.692,87.308
74-430-8245,2024-03-13,73.0,naive,58.692,87.308
74-430-8245,2024-03-14,73.0,naive,58.692,87.308
74-430-8245,2024-03-15,73.0,naive,58.692,87.308
74-430-8245,2024-03-16,73.0,naive,58.692,87.308
74-430-8245,2024-03-17,73.0,naive,58.692,87.308
74-430-8245,2024-03-18,73.0,naive,58.692,87.308
74-430-8245,2024-03-19,73.0,naive,58.692,87.308
74-430-8245,2024-03-20,73.0,naive,58.692,87.308
74-430-8245,2024-03-21,73.0,naive,58.692,87.308
74-430-8245,2024-03-22,73.0,naive,58.692,87.308
74-430-8245,2024-03-23,73.0,naive,58.692,87.308
74-430-8245,2024-03-24,73.0,naive,58.692,87.308
74-430-8245,2024-03-25,73.0,naive,58.692,87.308
74-430-8245,2024-03-26,73.0,naive,58.692,87.308
74-430-8245,2024-03-27,73.0,naive,58.692,87.308
77-312-6317,2024-02-27,41.0,naive,32.964,49.036
77-312-6317,2024-02-28,41.0,naive,32.964,49.036
77-312-6317,2024-02-29,41.0,naive,32.964,49.036
77-312-6317,2024-03-01,41.0,naive,32.964,49.036
77-312-6317,2024-03-02,41.0,naive,32.964,49.036
77-312-6317,2024-03-03,41.0,naive,32.964,49.036
77-312-6317,2024-03-04,41.0,naive,32.964,49.036
77-312-6317,2024-03-05,41.0,naive,32.964,49.036
77-312-6317,2024-03-06,41.0,naive,32.964,49.036
77-312-6317,2024-03-07,41.0,naive,32.964,49.036
77-312-6317,2024-03-08,41.0,naive,32.964,49.036
77-312-6317,2024-03-09,41.0,naive,32.964,49.036
77-312-6317,2024-03-10,41.0,naive,32.964,49.036
77-312-6317,2024-03-11,41.0,naive,32.964,49.036
77-312-6317,2024-03-12,41.0,naive,32.964,49.036
77-312-6317,2024-03-13,41.0,naive,32.964,49.036
77-312-6317,2024-03-14,41.0,naive,32.964,49.036
77-312-6317,2024-03-15,41.0,naive,32.964,49.036
77-312-6317,2024-03-16,41.0,naive,32.964,49.036
77-312-6317,2024-03-17,41.0,naive,32.964,49.036
77-312-6317,2024-03-18,41.0,naive,32.964,49.036
77-312-6317,2024-03-19,41.0,naive,32.964,49.036
77-312-6317,2024-03-20,41.0,naive,32.964,49.036
77-312-6317,2024-03-21,41.0,naive,32.964,49.036
77-312-6317,2024-03-22,41.0,naive,32.964,49.036
77-312-6317,2024-03-23,41.0,naive,32.964,49.036
77-312-6317,2024-03-24,41.0,naive,32.964,49.036
77-312-6317,2024-03-25,41.0,naive,32.964,49.036
77-312-6317,2024-03-26,41.0,naive,32.964,49.036
77-312-6317,2024-03-27,41.0,naive,32.964,49.036
39-449-0772,2024-02-28,94.0,naive,75.576,112.424
39-449-0772,2024-02-29,94.0,naive,75.576,112.424
39-449-0772,2024-03-01,94.0,naive,75.576,112.424
39-449-0772,2024-03-02,94.0,naive,75.576,112.424
39-449-0772,2024-03-03,94.0,naive,75.576,112.424
39-449-0772,2024-03-04,94.0,naive,75.576,112.424
39-449-0772,2024-03-05,94.0,naive,75.576,112.424
39-449-0772,2024-03-06,94.0,naive,75.576,112.424
39-449-0772,2024-03-07,94.0,naive,75.576,112.424
39-449-0772,2024-03-08,94.0,naive,75.576,112.424
39-449-0772,2024-03-09,94.0,naive,75.576,112.424
39-449-0772,2024-03-10,94.0,naive,75.576,112.424
39-449-0772,2024-03-11,94.0,naive,75.576,112.424
39-449-0772,2024-03-12,94.0,naive,75.576,112.424
39-449-0772,2024-03-13,94.0,naive,75.576,112.424
39-449-0772,2024-03-14,94.0,naive,75.576,112.424
39-449-0772,2024-03-15,94.0,naive,75.576,112.424
39-449-0772,2024-03-16,94.0,naive,75.576,112.424
39-449-0772,2024-03-17,94.0,naive,75.576,112.424
39-449-0772,2024-03-18,94.0,naive,75.576,112.424
39-449-0772,2024-03-19,94.0,naive,75.576,112.424
39-449-0772,2024-03-20,94.0,naive,75.576,112.424
39-449-0772,2024-03-21,94.0,naive,75.576,112.424
39-449-0772,2024-03-22,94.0,naive,75.576,112.424
39-449-0772,2024-03-23,94.0,naive,75.576,112.424
39-449-0772,2024-03-24,94.0,naive,75.576,112.424
39-449-0772,2024-03-25,94.0,naive,75.576,112.424
39-449-0772,2024-03-26,94.0,naive,75.576,112.424
39-449-0772,2024-03-27,94.0,naive,75.576,112.424
39-449-0772,2024-03-28,94.0,naive,75.576,112.424
51-312-8608,2024-02-28,68.0,naive,54.672,81.328
51-312-8608,2024-02-29,68.0,naive,54.672,81.328
51-312-8608,2024-03-01,68.0,naive,54.672,81.328
51-312-8608,2024-03-02,68.0,naive,54.672,81.328
51-312-8608,2024-03-03,68.0,naive,54.672,81.328
51-312-8608,2024-03-04,68.0,naive,54.672,81.328
51-312-8608,2024-03-05,68.0,naive,54.672,81.328
51-312-8608,2024-03-06,68.0,naive,54.672,81.328
51-312-8608,2024-03-07,68.0,naive,54.672,81.328
51-312-8608,2024-03-08,68.0,naive,54.672,81.328
51-312-8608,2024-03-09,68.0,naive,54.672,81.328
51-312-8608,2024-03-10,68.0,naive,54.672,81.328
51-312-8608,2024-03-11,68.0,naive,54.672,81.328
51-312-8608,2024-03-12,68.0,naive,54.672,81.328
51-312-8608,2024-03-13,68.0,naive,54.672,81.328
51-312-8608,2024-03-14,68.0,naive,54.672,81.328
51-312-8608,2024-03-15,68.0,naive,54.672,81.328
51-312-8608,2024-03-16,68.0,naive,54.672,81.328
51-312-8608,2024-03-17,68.0,naive,54.672,81.328
51-312-8608,2024-03-18,68.0,naive,54.672,81.328
51-312-8608,2024-03-19,68.0,naive,54.672,81.328
51-312-8608,2024-03-20,68.0,naive,54.672,81.328
51-312-8608,2024-03-21,68.0,naive,54.672,81.328
51-312-8608,2024-03-22,68.0,naive,54.672,81.328
51-312-8608,2024-03-23,68.0,naive,54.672,81.328
51-312-8608,2024-03-24,68.0,naive,54.672,81.328
51-312-8608,2024-03-25,68.0,naive,54.672,81.328
51-312-8608,2024-03-26,68.0,naive,54.672,81.328
51-312-8608,2024-03-27,68.0,naive,54.672,81.328
51-312-8608,2024-03-28,68.0,naive,54.672,81.328
89-543-3456,2024-02-29,66.0,naive,53.064,78.936
89-543-3456,2024-03-01,66.0,naive,53.064,78.936
89-543-3456,2024-03-02,66.0,naive,53.064,78.936
89-543-3456,2024-03-03,66.0,naive,53.064,78.936
89-543-3456,2024-03-04,66.0,naive,53.064,78.936
89-543-3456,2024-03-05,66.0,naive,53.064,78.936
89-543-3456,2024-03-06,66.0,naive,53.064,78.936
89-543-3456,2024-03-07,66.0,naive,53.064,78.936
89-543-3456,2024-03-08,66.0,naive,53.064,78.936
89-543-3456,2024-03-09,66.0,naive,53.064,78.936
89-543-3456,2024-03-10,66.0,naive,53.064,78.936
89-543-3456,2024-03-11,66.0,naive,53.064,78.936
89-543-3456,2024-03-12,66.0,naive,53.064,78.936
89-543-3456,2024-03-13,66.0,naive,53.064,78.936
89-543-3456,2024-03-14,66.0,naive,53.064,78.936
89-543-3456,2024-03-15,66.0,naive,53.064,78.936
89-543-3456,2024-03-16,66.0,naive,53.064,78.936
89-543-3456,2024-03-17,66.0,naive,53.064,78.936
89-543-3456,2024-03-18,66.0,naive,53.064,78.936
89-543-3456,2024-03-19,66.0,naive,53.064,78.936
89-543-3456,2024-03-20,66.0,naive,53.064,78.936
89-543-3456,2024-03-21,66.0,naive,53.064,78.936
89-543-3456,2024-03-22,66.0,naive,53.064,78.936
89-543-3456,2024-03-23,66.0,naive,53.064,78.936
89-543-3456,2024-03-24,66.0,naive,53.064,78.936
89-543-3456,2024-03-25,66.0,naive,53.064,78.936
89-543-3456,2024-03-26,66.0,naive,53.064,78.936
89-543-3456,2024-03-27,66.0,naive,53.064,78.936
89-543-3456,2024-03-28,66.0,naive,53.064,78.936
89-543-3456,2024-03-29,66.0,naive,53.064,78.936
57-861-4379,2024-02-29,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-01,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-02,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-03,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-04,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-05,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-06,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-07,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-08,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-09,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-10,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-11,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-12,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-13,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-14,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-15,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-16,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-17,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-18,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-19,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-20,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-21,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-22,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-23,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-24,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-25,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-26,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-27,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-28,93.0,naive,74.77199999999999,111.22800000000001
57-861-4379,2024-03-29,93.0,naive,74.77199999999999,111.22800000000001
39-768-8205,2024-02-29,56.0,naive,45.024,66.976
39-768-8205,2024-03-01,56.0,naive,45.024,66.976
39-768-8205,2024-03-02,56.0,naive,45.024,66.976
39-768-8205,2024-03-03,56.0,naive,45.024,66.976
39-768-8205,2024-03-04,56.0,naive,45.024,66.976
39-768-8205,2024-03-05,56.0,naive,45.024,66.976
39-768-8205,2024-03-06,56.0,naive,45.024,66.976
39-768-8205,2024-03-07,56.0,naive,45.024,66.976
39-768-8205,2024-03-08,56.0,naive,45.024,66.976
39-768-8205,2024-03-09,56.0,naive,45.024,66.976
39-768-8205,2024-03-10,56.0,naive,45.024,66.976
39-768-8205,2024-03-11,56.0,naive,45.024,66.976
39-768-8205,2024-03-12,56.0,naive,45.024,66.976
39-768-8205,2024-03-13,56.0,naive,45.024,66.976
39-768-8205,2024-03-14,56.0,naive,45.024,66.976
39-768-8205,2024-03-15,56.0,naive,45.024,66.976
39-768-8205,2024-03-16,56.0,naive,45.024,66.976
39-768-8205,2024-03-17,56.0,naive,45.024,66.976
39-768-8205,2024-03-18,56.0,naive,45.024,66.976
39-768-8205,2024-03-19,56.0,naive,45.024,66.976
39-768-8205,2024-03-20,56.0,naive,45.024,66.976
39-768-8205,2024-03-21,56.0,naive,45.024,66.976
39-768-8205,2024-03-22,56.0,naive,45.024,66.976
39-768-8205,2024-03-23,56.0,naive,45.024,66.976
39-768-8205,2024-03-24,56.0,naive,45.024,66.976
39-768-8205,2024-03-25,56.0,naive,45.024,66.976
39-768-8205,2024-03-26,56.0,naive,45.024,66.976
39-768-8205,2024-03-27,56.0,naive,45.024,66.976
39-768-8205,2024-03-28,56.0,naive,45.024,66.976
39-768-8205,2024-03-29,56.0,naive,45.024,66.976
95-130-9020,2024-02-29,82.0,naive,65.928,98.072
95-130-9020,2024-03-01,82.0,naive,65.928,98.072
95-130-9020,2024-03-02,82.0,naive,65.928,98.072
95-130-9020,2024-03-03,82.0,naive,65.928,98.072
95-130-9020,2024-03-04,82.0,naive,65.928,98.072
95-130-9020,2024-03-05,82.0,naive,65.928,98.072
95-130-9020,2024-03-06,82.0,naive,65.928,98.072
95-130-9020,2024-03-07,82.0,naive,65.928,98.072
95-130-9020,2024-03-08,82.0,naive,65.928,98.072
95-130-9020,2024-03-09,82.0,naive,65.928,98.072
95-130-9020,2024-03-10,82.0,naive,65.928,98.072
95-130-9020,2024-03-11,82.0,naive,65.928,98.072
95-130-9020,2024-03-12,82.0,naive,65.928,98.072
95-130-9020,2024-03-13,82.0,naive,65.928,98.072
95-130-9020,2024-03-14,82.0,naive,65.928,98.072
95-130-9020,2024-03-15,82.0,naive,65.928,98.072
95-130-9020,2024-03-16,82.0,naive,65.928,98.072
95-130-9020,2024-03-17,82.0,naive,65.928,98.072
95-130-9020,2024-03-18,82.0,naive,65.928,98.072
95-130-9020,2024-03-19,82.0,naive,65.928,98.072
95-130-9020,2024-03-20,82.0,naive,65.928,98.072
95-130-9020,2024-03-21,82.0,naive,65.928,98.072
95-130-9020,2024-03-22,82.0,naive,65.928,98.072
95-130-9020,2024-03-23,82.0,naive,65.928,98.072
95-130-9020,2024-03-24,82.0,naive,65.928,98.072
95-130-9020,2024-03-25,82.0,naive,65.928,98.072
95-130-9020,2024-03-26,82.0,naive,65.928,98.072
95-130-9020,2024-03-27,82.0,naive,65.928,98.072
95-130-9020,2024-03-28,82.0,naive,65.928,98.072
95-130-9020,2024-03-29,82.0,naive,65.928,98.072
02-575-1980,2024-02-29,11.0,naive,8.844,13.156
02-575-1980,2024-03-01,11.0,naive,8.844,13.156
02-575-1980,2024-03-02,11.0,naive,8.844,13.156
02-575-1980,2024-03-03,11.0,naive,8.844,13.156
02-575-1980,2024-03-04,11.0,naive,8.844,13.156
02-575-1980,2024-03-05,11.0,naive,8.844,13.156
02-575-1980,2024-03-06,11.0,naive,8.844,13.156
02-575-1980,2024-03-07,11.0,naive,8.844,13.156
02-575-1980,2024-03-08,11.0,naive,8.844,13.156
02-575-1980,2024-03-09,11.0,naive,8.844,13.156
02-575-1980,2024-03-10,11.0,naive,8.844,13.156
02-575-1980,2024-03-11,11.0,naive,8.844,13.156
02-575-1980,2024-03-12,11.0,naive,8.844,13.156
02-575-1980,2024-03-13,11.0,naive,8.844,13.156
02-575-1980,2024-03-14,11.0,naive,8.844,13.156
02-575-1980,2024-03-15,11.0,naive,8.844,13.156
02-575-1980,2024-03-16,11.0,naive,8.844,13.156
02-575-1980,2024-03-17,11.0,naive,8.844,13.156
02-575-1980,2024-03-18,11.0,naive,8.844,13.156
02-575-1980,2024-03-19,11.0,naive,8.844,13.156
02-575-1980,2024-03-20,11.0,naive,8.844,13.156
02-575-1980,2024-03-21,11.0,naive,8.844,13.156
02-575-1980,2024-03-22,11.0,naive,8.844,13.156
02-575-1980,2024-03-23,11.0,naive,8.844,13.156
02-575-1980,2024-03-24,11.0,naive,8.844,13.156
02-575-1980,2024-03-25,11.0,naive,8.844,13.156
02-575-1980,2024-03-26,11.0,naive,8.844,13.156
02-575-1980,2024-03-27,11.0,naive,8.844,13.156
02-575-1980,2024-03-28,11.0,naive,8.844,13.156
02-575-1980,2024-03-29,11.0,naive,8.844,13.156
22-895-6595,2024-03-01,31.0,naive,24.924,37.076
22-895-6595,2024-03-02,31.0,naive,24.924,37.076
22-895-6595,2024-03-03,31.0,naive,24.924,37.076
22-895-6595,2024-03-04,31.0,naive,24.924,37.076
22-895-6595,2024-03-05,31.0,naive,24.924,37.076
22-895-6595,2024-03-06,31.0,naive,24.924,37.076
22-895-6595,2024-03-07,31.0,naive,24.924,37.076
22-895-6595,2024-03-08,31.0,naive,24.924,37.076
22-895-6595,2024-03-09,31.0,naive,24.924,37.076
22-895-6595,2024-03-10,31.0,naive,24.924,37.076
22-895-6595,2024-03-11,31.0,naive,24.924,37.076
22-895-6595,2024-03-12,31.0,naive,24.924,37.076
22-895-6595,2024-03-13,31.0,naive,24.924,37.076
22-895-6595,2024-03-14,31.0,naive,24.924,37.076
22-895-6595,2024-03-15,31.0,naive,24.924,37.076
22-895-6595,2024-03-16,31.0,naive,24.924,37.076
22-895-6595,2024-03-17,31.0,naive,24.924,37.076
22-895-6595,2024-03-18,31.0,naive,24.924,37.076
22-895-6595,2024-03-19,31.0,naive,24.924,37.076
22-895-6595,2024-03-20,31.0,naive,24.924,37.076
22-895-6595,2024-03-21,31.0,naive,24.924,37.076
22-895-6595,2024-03-22,31.0,naive,24.924,37.076
22-895-6595,2024-03-23,31.0,naive,24.924,37.076
22-895-6595,2024-03-24,31.0,naive,24.924,37.076
22-895-6595,2024-03-25,31.0,naive,24.924,37.076
22-895-6595,2024-03-26,31.0,naive,24.924,37.076
22-895-6595,2024-03-27,31.0,naive,24.924,37.076
22-895-6595,2024-03-28,31.0,naive,24.924,37.076
22-895-6595,2024-03-29,31.0,naive,24.924,37.076
22-895-6595,2024-03-30,31.0,naive,24.924,37.076
85-207-4164,2024-03-01,97.0,naive,77.988,116.012
85-207-4164,2024-03-02,97.0,naive,77.988,116.012
85-207-4164,2024-03-03,97.0,naive,77.988,116.012
85-207-4164,2024-03-04,97.0,naive,77.988,116.012
85-207-4164,2024-03-05,97.0,naive,77.988,116.012
85-207-4164,2024-03-06,97.0,naive,77.988,116.012
85-207-4164,2024-03-07,97.0,naive,77.988,116.012
85-207-4164,2024-03-08,97.0,naive,77.988,116.012
85-207-4164,2024-03-09,97.0,naive,77.988,116.012
85-207-4164,2024-03-10,97.0,naive,77.988,116.012
85-207-4164,2024-03-11,97.0,naive,77.988,116.012
85-207-4164,2024-03-12,97.0,naive,77.988,116.012
85-207-4164,2024-03-13,97.0,naive,77.988,116.012
85-207-4164,2024-03-14,97.0,naive,77.988,116.012
85-207-4164,2024-03-15,97.0,naive,77.988,116.012
85-207-4164,2024-03-16,97.0,naive,77.988,116.012
85-207-4164,2024-03-17,97.0,naive,77.988,116.012
85-207-4164,2024-03-18,97.0,naive,77.988,116.012
85-207-4164,2024-03-19,97.0,naive,77.988,116.012
85-207-4164,2024-03-20,97.0,naive,77.988,116.012
85-207-4164,2024-03-21,97.0,naive,77.988,116.012
85-207-4164,2024-03-22,97.0,naive,77.988,116.012
85-207-4164,2024-03-23,97.0,naive,77.988,116.012
85-207-4164,2024-03-24,97.0,naive,77.988,116.012
85-207-4164,2024-03-25,97.0,naive,77.988,116.012
85-207-4164,2024-03-26,97.0,naive,77.988,116.012
85-207-4164,2024-03-27,97.0,naive,77.988,116.012
85-207-4164,2024-03-28,97.0,naive,77.988,116.012
85-207-4164,2024-03-29,97.0,naive,77.988,116.012
85-207-4164,2024-03-30,97.0,naive,77.988,116.012
26-799-3714,2024-03-01,74.0,naive,59.496,88.504
26-799-3714,2024-03-02,74.0,naive,59.496,88.504
26-799-3714,2024-03-03,74.0,naive,59.496,88.504
26-799-3714,2024-03-04,74.0,naive,59.496,88.504
26-799-3714,2024-03-05,74.0,naive,59.496,88.504
26-799-3714,2024-03-06,74.0,naive,59.496,88.504
26-799-3714,2024-03-07,74.0,naive,59.496,88.504
26-799-3714,2024-03-08,74.0,naive,59.496,88.504
26-799-3714,2024-03-09,74.0,naive,59.496,88.504
26-799-3714,2024-03-10,74.0,naive,59.496,88.504
26-799-3714,2024-03-11,74.0,naive,59.496,88.504
26-799-3714,2024-03-12,74.0,naive,59.496,88.504
26-799-3714,2024-03-13,74.0,naive,59.496,88.504
26-799-3714,2024-03-14,74.0,naive,59.496,88.504
26-799-3714,2024-03-15,74.0,naive,59.496,88.504
26-799-3714,2024-03-16,74.0,naive,59.496,88.504
26-799-3714,2024-03-17,74.0,naive,59.496,88.504
26-799-3714,2024-03-18,74.0,naive,59.496,88.504
26-799-3714,2024-03-19,74.0,naive,59.496,88.504
26-799-3714,2024-03-20,74.0,naive,59.496,88.504
26-799-3714,2024-03-21,74.0,naive,59.496,88.504
26-799-3714,2024-03-22,74.0,naive,59.496,88.504
26-799-3714,2024-03-23,74.0,naive,59.496,88.504
26-799-3714,2024-03-24,74.0,naive,59.496,88.504
26-799-3714,2024-03-25,74.0,naive,59.496,88.504
26-799-3714,2024-03-26,74.0,naive,59.496,88.504
26-799-3714,2024-03-27,74.0,naive,59.496,88.504
26-799-3714,2024-03-28,74.0,naive,59.496,88.504
26-799-3714,2024-03-29,74.0,naive,59.496,88.504
26-799-3714,2024-03-30,74.0,naive,59.496,88.504
29-017-6255,2024-03-02,46.0,naive,36.984,55.016
29-017-6255,2024-03-03,46.0,naive,36.984,55.016
29-017-6255,2024-03-04,46.0,naive,36.984,55.016
29-017-6255,2024-03-05,46.0,naive,36.984,55.016
29-017-6255,2024-03-06,46.0,naive,36.984,55.016
29-017-6255,2024-03-07,46.0,naive,36.984,55.016
29-017-6255,2024-03-08,46.0,naive,36.984,55.016
29-017-6255,2024-03-09,46.0,naive,36.984,55.016
29-017-6255,2024-03-10,46.0,naive,36.984,55.016
29-017-6255,2024-03-11,46.0,naive,36.984,55.016
29-017-6255,2024-03-12,46.0,naive,36.984,55.016
29-017-6255,2024-03-13,46.0,naive,36.984,55.016
29-017-6255,2024-03-14,46.0,naive,36.984,55.016
29-017-6255,2024-03-15,46.0,naive,36.984,55.016
29-017-6255,2024-03-16,46.0,naive,36.984,55.016
29-017-6255,2024-03-17,46.0,naive,36.984,55.016
29-017-6255,2024-03-18,46.0,naive,36.984,55.016
29-017-6255,2024-03-19,46.0,naive,36.984,55.016
29-017-6255,2024-03-20,46.0,naive,36.984,55.016
29-017-6255,2024-03-21,46.0,naive,36.984,55.016
29-017-6255,2024-03-22,46.0,naive,36.984,55.016
29-017-6255,2024-03-23,46.0,naive,36.984,55.016
29-017-6255,2024-03-24,46.0,naive,36.984,55.016
29-017-6255,2024-03-25,46.0,naive,36.984,55.016
29-017-6255,2024-03-26,46.0,naive,36.984,55.016
29-017-6255,2024-03-27,46.0,naive,36.984,55.016
29-017-6255,2024-03-28,46.0,naive,36.984,55.016
29-017-6255,2024-03-29,46.0,naive,36.984,55.016
29-017-6255,2024-03-30,46.0,naive,36.984,55.016
29-017-6255,2024-03-31,46.0,naive,36.984,55.016
10-002-6494,2024-03-03,89.0,naive,71.556,106.444
10-002-6494,2024-03-04,89.0,naive,71.556,106.444
10-002-6494,2024-03-05,89.0,naive,71.556,106.444
10-002-6494,2024-03-06,89.0,naive,71.556,106.444
10-002-6494,2024-03-07,89.0,naive,71.556,106.444
10-002-6494,2024-03-08,89.0,naive,71.556,106.444
10-002-6494,2024-03-09,89.0,naive,71.556,106.444
10-002-6494,2024-03-10,89.0,naive,71.556,106.444
10-002-6494,2024-03-11,89.0,naive,71.556,106.444
10-002-6494,2024-03-12,89.0,naive,71.556,106.444
10-002-6494,2024-03-13,89.0,naive,71.556,106.444
10-002-6494,2024-03-14,89.0,naive,71.556,106.444
10-002-6494,2024-03-15,89.0,naive,71.556,106.444
10-002-6494,2024-03-16,89.0,naive,71.556,106.444
10-002-6494,2024-03-17,89.0,naive,71.556,106.444
10-002-6494,2024-03-18,89.0,naive,71.556,106.444
10-002-6494,2024-03-19,89.0,naive,71.556,106.444
10-002-6494,2024-03-20,89.0,naive,71.556,106.444
10-002-6494,2024-03-21,89.0,naive,71.556,106.444
10-002-6494,2024-03-22,89.0,naive,71.556,106.444
10-002-6494,2024-03-23,89.0,naive,71.556,106.444
10-002-6494,2024-03-24,89.0,naive,71.556,106.444
